full_sq,life_sq,material,num_room
61,39,1,3
38,19,1,1
49,31,5,2
73,43,1,3
49,29,1,2
57,37,2,2
48,48,1,1
68,45,2,3
57,35,2,2
46,29,1,2
61,31,1,2
34,17,1,1
51,30,1,2
60,30,5,2
62,45,1,3
40,20,1,1
75,45,1,3
50,22,4,1
37,22,5,2
77,43,1,3
34,21,2,1
63,63,1,2
41,25,2,2
44,29,2,2
41,26,1,2
34,19,5,1
66,36,1,2
43,19,1,1
40,38,1,1
47,30,1,2
40,23,5,2
44,27,1,2
52,30,1,2
45,28,1,2
53,28,1,2
99,74,2,4
43,43,1,1
80,45,1,3
44,29,1,2
38,38,1,1
32,18,1,1
31,19,1,1
33,19,1,1
58,34,1,2
84,43,1,3
42,18,1,1
108,58,4,3
53,28,1,2
43,28,2,2
51,34,1,3
44,27,2,2
48,30,5,2
44,29,1,2
55,32,2,2
38,38,6,1
44,30,5,2
35,19,1,1
50,30,1,2
56,34,2,2
15,11,2,1
51,30,1,2
48,29,2,2
72,44,1,3
38,19,1,1
62,45,1,3
62,58,1,2
39,20,1,1
76,61,2,4
42,27,2,2
39,18,1,1
59,33,1,2
38,17,1,1
54,32,1,2
38,38,1,1
39,22,5,2
59,34,2,2
50,30,1,2
101,65,1,4
60,43,1,3
58,39,1,3
79,79,1,3
44,28,1,2
35,20,5,1
40,16,2,1
89,50,4,3
44,27,1,2
43,24,1,1
38,19,1,1
42,21,1,1
66,44,1,3
36,21,1,1
34,18,1,1
56,30,1,2
63,63,1,2
39,25,2,2
70,52,1,3
35,20,5,1
39,24,2,2
51,30,1,2
35,21,1,1
54,31,1,2
78,22,1,1
53,53,1,2
31,16,2,1
38,19,1,1
99,63,1,4
84,84,1,3
29,17,2,1
58,30,1,2
37,22,5,2
51,36,2,2
22,14,2,1
38,22,1,2
45,28,1,2
44,28,2,2
53,30,1,2
70,45,5,3
45,44,1,2
53,32,1,2
37,19,1,1
37,18,1,1
25,15,2,1
43,43,1,1
41,41,1,1
45,29,1,2
71,68,4,2
32,21,5,1
57,42,2,3
112,112,5,3
76,52,2,3
51,30,1,2
30,20,5,1
55,55,1,2
36,18,1,1
38,20,1,1
42,27,2,2
51,30,1,2
42,25,2,2
63,33,1,2
58,58,1,1
35,14,1,1
46,29,1,2
84,50,1,3
56,56,1,2
65,64,6,3
74,46,1,3
62,36,1,2
51,30,1,2
38,18,1,1
44,28,1,2
44,30,5,2
47,27,5,2
34,34,1,1
75,43,1,3
64,64,4,2
35,19,5,1
27,14,1,1
66,66,4,2
42,20,1,1
72,45,1,3
33,20,1,1
41,24,1,2
58,30,1,2
54,32,1,2
37,19,1,1
37,19,1,1
32,18,1,1
30,16,2,1
117,117,1,3
38,18,1,1
58,58,1,2
47,31,1,2
58,31,1,2
72,43,1,3
146,94,4,4
44,28,5,2
39,19,1,1
62,39,1,3
51,40,4,1
35,19,1,1
63,36,2,2
30,16,2,1
77,77,1,3
33,17,2,1
31,17,1,1
43,29,2,2
77,46,1,3
60,43,1,3
64,64,1,2
55,37,2,3
44,28,1,2
31,17,1,1
53,32,1,2
57,35,1,2
81,43,1,3
34,33,2,1
74,46,1,3
53,37,2,3
38,19,1,1
54,27,4,2
68,46,5,3
51,30,1,2
41,18,1,1
30,18,1,1
41,26,1,2
45,29,2,2
41,16,4,1
31,18,2,1
67,43,1,3
53,30,1,2
75,46,1,3
37,18,1,1
58,30,1,2
50,29,1,2
60,34,1,2
79,51,1,3
41,41,1,1
79,77,1,3
74,46,1,3
74,45,1,3
79,45,1,3
38,19,1,1
40,24,2,2
38,19,1,1
45,43,1,2
80,40,4,2
30,18,1,1
83,52,2,3
60,43,1,3
79,45,1,3
83,44,1,3
32,17,5,1
44,29,1,2
32,21,5,1
68,41,2,3
51,30,1,2
58,34,4,2
51,31,1,3
35,18,2,1
45,30,1,2
56,30,1,2
75,40,1,3
61,37,2,2
38,20,1,1
53,31,1,2
79,49,6,3
37,24,6,1
33,18,1,1
75,46,1,3
40,20,1,1
52,34,1,3
42,17,1,1
91,91,1,3
64,33,1,2
43,26,2,2
107,65,1,4
65,34,1,2
34,24,6,1
51,30,1,2
83,49,2,3
39,22,1,2
38,19,1,1
15,11,2,1
48,31,5,2
56,34,2,2
35,19,2,1
76,50,2,3
35,19,5,1
55,34,2,2
80,80,2,2
39,19,5,1
38,19,1,1
44,27,1,2
34,17,2,1
67,45,1,3
46,28,5,2
52,19,6,1
51,29,2,2
28,27,1,1
39,23,5,2
43,27,1,2
35,19,5,1
40,18,2,1
39,38,1,1
37,37,1,1
53,23,1,2
39,25,2,2
101,101,1,3
35,22,6,1
123,67,4,3
37,23,2,2
43,28,2,2
53,30,1,2
37,19,1,1
40,20,1,1
31,18,2,1
40,20,1,1
133,79,6,4
70,40,5,3
74,43,1,3
43,27,1,2
47,46,6,2
37,23,2,2
38,19,1,1
41,27,2,2
98,98,1,4
92,50,1,3
38,38,2,1
30,30,1,1
54,39,2,3
48,43,1,1
42,29,2,2
44,29,1,2
32,20,1,1
36,20,1,1
36,18,5,1
51,30,1,2
63,44,1,3
42,25,1,2
51,51,1,2
56,37,1,3
31,20,1,1
75,75,1,3
43,18,1,1
38,38,4,1
60,28,2,1
31,19,1,1
51,31,5,2
63,30,4,2
75,46,1,3
77,47,2,3
79,44,1,3
38,19,1,1
36,19,5,1
62,62,1,3
66,36,1,2
106,63,1,4
93,56,4,2
30,19,2,1
38,37,1,1
143,78,4,3
79,45,1,3
34,20,1,1
43,31,2,2
30,18,5,1
49,28,1,2
34,19,5,1
46,46,1,1
38,19,1,1
76,45,1,3
57,32,1,2
60,44,1,3
63,33,1,2
25,11,2,1
33,33,5,1
77,46,1,3
34,20,1,1
59,30,6,2
36,19,1,1
63,63,1,2
45,30,1,2
95,73,1,4
64,44,5,3
75,46,1,3
52,28,2,2
75,44,1,3
92,48,1,2
33,17,2,1
44,30,5,2
38,20,1,1
52,30,1,2
42,19,1,1
53,32,1,2
78,45,1,3
48,28,5,2
47,46,6,2
34,19,5,1
85,85,1,3
77,49,2,3
42,23,1,2
80,49,2,4
90,38,1,3
53,32,1,2
58,32,1,2
53,30,1,2
87,32,2,2
38,20,1,1
52,30,1,2
45,19,6,1
62,32,1,2
54,32,1,2
47,30,1,2
75,46,1,3
70,49,1,4
53,32,1,2
38,19,1,1
59,32,2,2
35,19,1,1
59,29,1,2
47,30,1,2
87,54,1,4
56,36,1,3
52,50,5,2
53,30,1,2
43,26,1,2
34,15,4,1
39,19,1,1
37,19,1,1
49,34,1,3
76,44,4,3
77,44,1,3
53,32,1,2
38,38,1,1
60,44,1,3
85,51,2,3
154,82,4,4
59,58,1,2
113,70,2,4
38,17,1,1
55,30,4,2
82,82,1,3
32,16,1,1
81,45,5,3
42,26,1,2
77,77,1,3
38,20,1,1
53,32,1,2
44,27,5,2
40,38,1,1
79,76,1,3
74,51,2,3
44,29,1,2
62,34,4,2
30,18,2,1
64,33,4,2
42,20,1,1
47,27,1,2
54,30,1,2
79,41,1,3
35,19,1,1
41,18,4,1
41,23,1,2
39,22,2,1
44,30,5,2
58,38,1,3
45,29,1,2
79,44,1,3
42,21,4,1
44,28,1,2
45,27,2,2
79,50,2,3
57,40,2,3
39,19,2,1
36,18,1,1
47,28,1,2
26,14,1,1
75,41,1,3
44,29,2,2
34,21,2,1
39,39,1,1
79,52,1,3
72,42,1,3
43,29,2,2
132,76,4,4
44,28,1,2
44,29,2,2
96,96,1,2
40,20,1,1
37,22,5,2
45,27,1,2
60,58,1,2
39,18,1,1
55,33,2,2
43,29,2,2
77,40,1,1
38,23,5,2
44,28,1,2
80,35,4,2
103,103,6,4
96,47,4,1
57,31,2,2
82,48,1,3
75,42,1,3
38,19,5,1
54,32,1,2
35,19,1,1
36,21,1,1
51,30,1,2
38,19,1,1
35,20,1,1
62,35,6,2
30,18,2,1
63,33,1,2
28,16,2,1
76,44,1,3
32,18,1,1
146,146,4,3
41,26,2,2
34,34,1,1
38,19,1,1
97,50,1,3
58,35,2,2
83,52,1,3
39,19,1,1
45,30,1,2
35,19,5,1
83,48,1,3
71,52,2,3
67,46,5,3
58,30,4,2
85,62,2,4
27,26,1,1
47,31,1,2
37,37,1,1
57,29,1,2
51,30,1,2
75,46,1,3
32,16,1,1
35,18,1,1
71,71,1,3
39,22,5,2
39,20,1,1
154,150,5,3
52,31,1,2
126,57,6,3
41,26,2,2
47,30,1,2
41,41,1,1
99,66,2,3
42,17,1,1
55,34,2,2
30,18,2,1
34,21,1,1
46,17,1,1
33,33,6,1
53,28,5,2
44,17,2,1
64,46,5,1
35,22,5,1
29,17,2,1
38,20,1,1
51,31,5,2
38,19,1,1
31,16,2,1
39,20,1,1
60,43,1,3
32,18,1,1
46,46,6,1
87,50,4,3
41,26,2,2
51,30,5,2
78,46,1,3
44,27,1,2
45,30,1,2
53,30,1,2
74,50,2,3
40,20,1,1
38,23,1,2
30,17,2,1
32,21,5,1
62,26,1,1
39,15,1,1
74,45,1,3
42,28,2,2
103,57,4,3
78,47,1,3
83,44,1,3
37,18,1,1
37,19,1,1
40,20,1,1
63,38,1,3
37,19,5,1
65,43,5,3
44,28,2,2
32,21,5,1
29,17,2,1
36,19,1,1
75,38,4,2
56,55,1,2
60,44,1,3
52,27,2,2
32,18,1,1
42,27,1,2
75,44,1,3
50,30,1,2
51,30,1,2
63,36,1,2
38,20,1,1
32,19,1,1
109,68,4,3
53,33,2,2
47,47,1,1
84,62,2,4
38,19,1,1
37,19,5,1
65,60,1,2
84,84,6,2
35,16,2,1
38,38,1,1
54,34,2,3
47,29,1,2
78,78,1,3
68,44,1,3
53,28,1,2
40,38,1,1
74,74,1,3
39,21,1,1
72,32,1,2
82,82,4,2
33,20,2,1
66,45,5,3
28,14,1,1
32,32,1,1
60,44,1,3
53,31,1,2
64,39,1,3
81,51,1,3
47,30,1,2
79,51,2,3
37,16,4,1
37,19,1,1
45,29,1,2
47,46,6,2
43,27,2,2
65,43,2,3
44,19,6,1
50,30,1,2
36,17,2,1
61,31,1,2
66,45,1,3
67,46,1,3
47,47,1,1
43,27,1,2
32,31,1,1
37,19,1,1
63,33,1,2
47,30,1,2
37,18,1,1
76,46,1,3
60,44,1,3
36,20,5,1
57,32,1,2
47,28,1,2
64,44,1,3
38,20,4,1
57,39,1,3
39,23,5,2
48,31,1,2
40,28,2,2
65,60,2,2
41,27,2,2
43,28,2,2
32,18,1,1
39,21,1,1
75,43,1,3
73,36,1,2
86,59,2,4
43,29,1,2
51,30,1,2
82,45,1,3
60,60,4,2
66,14,6,1
39,39,1,1
37,19,1,1
44,29,2,2
67,36,6,2
57,33,1,2
43,27,5,2
41,20,1,1
43,18,2,1
35,19,1,1
61,34,1,2
29,27,6,1
65,43,1,3
78,46,1,3
41,20,1,1
46,44,6,1
66,44,5,3
62,62,4,2
31,20,1,1
38,18,1,1
54,32,1,2
32,17,1,1
407,407,4,1
63,38,1,3
38,19,1,1
85,55,2,3
64,40,1,3
65,34,1,2
100,64,1,4
37,35,1,1
76,41,1,3
64,44,1,3
58,33,1,2
29,14,5,1
42,24,1,2
58,58,4,2
44,27,1,2
54,33,2,2
73,69,1,2
32,18,1,1
78,46,1,3
61,37,1,3
78,44,1,3
45,42,1,1
32,21,5,1
54,28,1,2
53,36,2,3
52,30,5,2
37,37,1,1
44,28,1,2
44,29,2,2
121,121,1,4
39,39,1,1
42,18,1,1
101,65,4,4
59,34,1,2
39,22,5,2
31,18,2,1
36,36,1,1
35,21,2,2
74,42,1,3
38,19,5,1
26,13,2,1
66,43,2,3
62,37,1,3
41,41,1,1
51,51,1,2
48,32,1,3
34,22,2,2
36,19,1,1
75,44,1,3
34,18,1,1
43,28,2,2
46,14,1,2
41,20,1,1
36,21,1,1
74,38,4,2
40,23,2,2
96,96,2,2
34,21,5,1
48,31,2,2
58,58,1,2
62,38,1,3
44,20,1,1
42,26,5,2
49,30,1,2
47,31,5,2
45,29,2,2
36,18,5,1
35,19,5,1
64,43,5,3
39,24,2,2
47,32,5,2
42,42,1,1
78,44,1,3
61,33,1,2
37,19,1,1
40,19,4,1
75,45,1,3
32,20,1,1
63,33,1,2
39,23,5,2
44,28,5,2
39,20,2,1
59,31,2,2
45,29,1,2
42,19,1,1
39,22,1,2
81,39,4,2
46,28,1,2
53,30,1,2
79,51,1,3
39,20,1,1
41,26,1,2
37,19,1,1
41,27,2,2
72,43,1,3
54,32,1,2
43,40,4,1
64,39,1,3
53,52,1,2
75,40,1,3
43,27,1,2
43,28,1,2
44,28,1,2
54,32,1,2
37,22,1,2
42,42,1,1
73,44,1,3
82,52,2,3
39,20,1,1
57,37,1,3
37,23,5,2
49,33,1,3
76,45,1,3
52,27,1,2
44,17,1,1
58,58,1,2
38,19,1,1
30,18,2,1
63,40,2,2
44,28,1,2
69,45,2,3
54,36,2,3
42,17,1,1
40,40,1,1
80,80,1,3
36,18,1,1
62,62,1,2
59,43,1,3
78,74,1,3
38,19,1,1
52,30,1,2
41,18,1,1
39,19,1,1
56,32,1,2
28,15,2,1
50,30,1,2
57,30,1,2
36,19,5,1
43,20,1,1
36,22,2,2
44,27,1,2
39,20,1,1
39,21,1,1
34,19,5,1
134,134,1,3
63,36,1,2
53,30,1,2
40,17,1,1
36,14,1,1
59,33,1,2
73,73,1,3
32,19,2,1
49,49,4,2
32,19,1,1
38,38,1,1
56,40,6,2
40,24,1,2
65,65,1,2
35,15,6,1
38,38,6,1
81,81,1,3
62,38,2,3
61,61,1,2
85,53,1,3
77,50,1,3
55,31,5,2
60,44,1,3
26,14,1,1
94,94,1,3
45,30,1,2
42,26,1,2
32,17,1,1
113,59,4,3
45,28,1,2
45,30,1,2
100,50,6,3
44,28,2,2
38,20,1,1
77,48,2,3
65,44,1,3
74,45,1,3
36,17,1,1
32,19,2,1
38,18,5,1
52,30,1,2
37,19,1,1
39,22,1,2
31,18,2,1
82,44,1,3
41,26,1,2
47,18,1,1
45,27,5,2
58,55,1,2
34,19,1,1
37,19,1,1
54,32,1,2
57,36,1,3
37,37,1,1
59,44,1,3
44,27,1,2
56,18,2,1
64,60,1,2
54,30,1,2
45,28,5,2
63,33,1,2
38,38,1,1
38,19,5,1
72,39,2,3
57,41,2,3
54,54,4,2
79,41,4,3
32,19,1,1
76,45,1,3
53,30,1,2
43,31,1,2
62,25,2,2
62,62,1,2
33,18,1,1
35,19,1,1
32,16,1,1
31,19,2,1
31,16,2,1
63,63,1,2
83,51,2,3
76,37,6,2
77,45,1,3
38,19,1,1
80,80,1,2
47,30,1,2
69,69,6,2
39,39,1,1
41,41,4,1
41,19,6,1
65,43,5,3
51,30,1,2
45,27,1,2
81,41,4,2
36,20,1,1
49,31,1,2
65,41,1,3
48,20,4,1
52,30,2,2
91,49,2,3
40,38,1,1
38,19,1,1
33,19,1,1
34,34,1,1
67,46,1,3
55,54,1,2
75,44,1,3
37,19,1,1
172,98,4,4
32,18,1,1
65,35,4,2
74,74,1,3
57,33,1,2
42,28,1,2
40,25,2,2
42,27,1,2
59,33,1,2
45,29,5,2
37,23,5,2
93,57,2,3
41,41,6,1
80,45,1,3
42,25,2,2
42,28,2,2
55,55,1,2
65,65,6,3
31,17,1,1
44,29,2,2
44,27,1,2
53,30,1,2
47,46,2,2
41,41,1,1
51,30,1,2
78,47,1,3
35,34,1,1
37,19,1,1
115,54,4,3
47,31,5,2
37,19,1,1
79,79,1,3
78,44,1,3
58,33,1,2
44,29,1,2
46,30,1,2
53,30,1,2
51,30,1,2
45,28,1,2
31,20,1,1
38,19,1,1
45,28,1,2
80,55,2,3
41,21,1,1
38,19,1,1
45,30,5,2
38,23,5,2
44,27,1,2
58,34,1,2
38,20,1,1
50,31,2,2
49,29,2,2
39,20,1,1
56,39,2,3
37,37,1,1
30,17,1,1
60,38,1,3
42,27,2,2
1,1,1,1
34,19,1,1
63,45,1,3
45,28,1,2
77,44,2,3
64,64,2,2
80,44,1,3
40,26,2,2
60,39,1,3
40,23,1,2
43,31,1,2
41,22,6,2
39,19,1,1
78,56,1,3
53,30,1,2
31,16,2,1
48,31,1,2
31,18,2,1
38,21,5,2
53,32,1,2
45,28,1,2
38,19,1,1
55,55,6,2
62,36,2,2
42,27,1,2
58,58,1,2
54,29,1,2
56,31,1,2
53,30,1,2
80,77,1,3
116,116,4,3
75,46,1,3
31,21,1,1
81,81,1,3
58,33,2,2
43,27,2,2
32,18,1,1
56,56,2,1
64,39,1,3
37,19,1,1
53,28,5,2
43,28,2,2
58,38,1,3
44,27,1,2
30,18,2,1
121,74,4,4
35,20,1,1
70,48,2,3
54,32,1,2
63,63,1,2
39,18,1,1
38,19,1,1
66,45,1,3
67,44,6,3
40,20,1,1
45,30,1,2
55,29,1,2
30,18,2,1
69,69,1,2
59,59,2,2
61,61,1,2
45,29,2,2
56,40,2,3
44,30,5,2
63,46,1,4
40,40,1,1
53,29,1,2
38,19,5,1
60,42,2,3
84,81,6,3
49,31,5,2
38,21,1,1
54,33,2,3
53,36,1,3
66,29,1,2
79,79,1,3
100,62,1,4
61,61,1,2
53,30,2,2
39,20,1,1
59,44,1,3
32,17,2,1
31,18,2,1
42,18,1,1
34,19,1,1
15,11,2,1
27,16,1,1
64,29,1,2
33,20,2,2
65,47,5,3
40,38,1,1
44,30,2,2
45,28,5,2
36,36,4,1
74,43,1,3
38,19,1,1
42,42,1,1
83,42,2,3
38,19,1,1
65,45,1,3
39,21,1,1
36,20,5,1
44,44,1,2
57,35,1,2
62,61,2,3
46,28,1,2
34,34,1,1
34,13,1,1
29,27,1,1
37,23,1,2
29,20,1,1
50,30,1,2
48,31,5,2
34,18,5,1
37,20,5,2
35,14,1,1
110,59,4,3
32,18,1,1
37,18,1,1
43,29,2,2
68,34,4,2
37,19,1,1
80,76,1,3
35,14,1,1
43,26,1,2
81,47,1,3
33,19,1,1
38,18,1,1
45,29,1,2
46,46,1,1
53,53,6,1
39,24,5,2
47,30,1,2
33,19,1,1
56,34,2,3
32,20,5,1
35,20,1,1
41,26,1,2
121,62,4,3
32,18,1,1
35,19,5,1
59,59,4,2
61,35,4,2
33,19,2,1
45,45,1,1
53,25,2,2
38,19,1,1
90,56,1,4
31,20,1,1
48,27,2,2
51,50,2,2
35,20,5,1
59,35,2,2
51,34,1,3
38,19,1,1
61,61,4,2
53,53,1,2
39,20,1,1
44,28,1,2
38,38,1,1
41,23,5,2
38,17,1,1
160,160,2,3
58,32,1,2
52,35,1,2
40,21,1,1
39,22,5,2
60,44,1,3
39,23,5,2
57,30,6,2
75,41,4,3
36,15,5,1
30,30,4,1
42,20,1,1
44,28,1,2
42,27,2,2
38,20,1,1
77,45,1,3
41,41,1,1
74,50,2,3
48,31,2,3
35,19,5,1
32,18,1,1
31,18,2,1
75,45,1,3
76,45,1,3
62,46,1,4
42,27,5,2
38,37,1,1
44,28,1,2
62,58,1,2
46,22,6,1
48,18,6,1
48,31,5,2
119,114,6,3
41,17,1,1
78,78,1,3
52,30,1,2
51,51,1,2
32,18,1,1
97,57,1,3
54,32,1,2
60,60,1,2
40,38,1,1
30,18,2,1
40,20,1,1
38,19,1,1
73,34,1,2
34,22,1,1
92,54,6,3
44,44,4,1
44,27,1,2
43,43,1,1
55,38,2,3
37,13,2,1
46,30,1,2
53,32,1,2
44,28,1,1
74,74,1,2
44,28,2,2
35,14,1,1
61,61,1,2
34,17,2,1
80,74,6,3
35,21,2,2
132,70,1,3
119,65,4,3
55,21,4,1
35,17,1,1
56,56,4,2
44,28,1,2
32,18,1,1
37,19,1,1
50,34,1,3
32,19,2,1
45,28,5,2
49,24,2,2
73,42,1,3
49,31,5,1
44,29,2,2
32,16,1,1
44,27,5,2
47,19,1,1
31,17,1,1
116,73,2,4
40,25,2,2
63,33,1,2
38,20,1,1
32,19,1,1
61,37,1,3
37,18,2,1
30,22,2,2
44,29,2,2
35,17,2,1
79,55,2,3
87,43,6,2
33,16,1,1
34,34,1,1
72,72,6,2
61,34,1,2
50,34,1,3
51,30,1,2
32,17,5,1
46,27,1,2
76,45,1,3
47,30,1,2
38,23,5,2
83,44,1,3
37,36,1,1
56,56,1,2
37,17,2,1
56,40,2,3
47,30,1,2
102,63,1,4
44,44,1,1
54,28,5,2
36,36,1,1
48,48,1,1
35,14,1,1
52,31,1,2
38,18,1,1
63,44,1,3
38,19,1,1
42,26,5,2
49,30,5,2
46,29,1,2
38,23,2,2
44,28,1,2
54,32,1,2
44,31,2,2
75,41,4,3
32,18,1,1
32,18,1,1
76,40,6,3
50,34,1,3
51,51,1,2
30,18,2,1
39,39,1,1
45,29,1,2
62,43,1,3
45,27,1,2
58,58,4,2
38,19,1,1
36,14,1,1
41,26,1,2
43,31,1,2
49,44,1,1
45,27,1,2
44,27,1,2
81,44,1,3
42,20,1,1
72,47,2,3
53,32,1,2
32,17,5,1
54,32,1,2
45,28,5,2
63,42,5,3
65,29,6,2
52,30,1,2
52,30,1,2
45,28,5,2
102,56,1,3
38,19,1,1
108,58,1,3
55,38,2,3
37,22,5,2
57,31,5,2
61,39,1,3
77,47,1,3
30,17,2,1
30,15,1,1
42,26,1,2
47,26,2,2
56,41,2,3
45,30,1,2
61,58,1,2
59,33,1,2
65,47,1,4
65,43,1,4
38,38,1,1
45,30,1,2
37,21,5,2
39,19,5,1
85,47,1,3
57,43,2,3
31,19,5,1
44,28,2,2
72,48,2,3
65,39,1,3
30,18,2,1
76,45,1,3
39,23,2,2
37,20,6,1
44,27,2,2
68,48,2,3
42,29,2,2
43,38,1,1
75,45,1,3
50,23,6,1
31,20,1,1
62,43,1,3
48,17,2,1
61,30,4,2
72,50,2,3
91,54,1,4
54,29,4,2
63,63,1,2
43,27,2,2
84,56,1,4
81,48,1,3
37,19,1,1
38,38,1,1
30,17,2,1
98,50,5,3
74,43,1,3
54,54,4,2
32,19,1,1
74,46,1,3
38,18,1,1
42,19,4,1
43,26,2,2
45,30,2,2
63,33,1,2
41,20,1,1
31,19,1,2
45,28,5,2
42,20,1,1
59,45,1,3
57,30,1,2
42,20,2,1
35,14,1,1
55,28,1,2
63,63,1,2
65,46,1,4
38,20,1,1
58,39,1,3
45,28,1,2
38,18,2,1
55,33,1,2
36,18,5,1
60,43,1,3
38,22,5,2
28,15,2,1
32,16,1,1
34,19,5,1
46,29,1,2
44,29,2,2
60,43,1,3
35,18,2,1
41,41,1,1
43,29,2,2
71,41,2,2
35,18,1,1
56,34,2,2
47,30,1,2
97,97,1,3
66,37,2,3
35,19,5,1
53,38,1,3
46,29,1,2
30,11,1,1
59,35,2,2
57,57,1,2
68,26,4,1
60,32,2,2
99,64,4,3
39,22,5,2
33,19,2,1
86,66,2,4
32,18,1,1
56,38,2,2
74,45,1,3
63,33,1,2
57,55,1,2
42,26,2,2
28,15,1,1
43,17,4,1
41,28,2,2
59,29,2,2
129,77,4,3
65,46,5,3
35,19,1,1
45,27,2,2
52,30,1,2
38,19,1,1
45,28,1,2
38,19,1,1
31,19,5,1
45,28,1,2
76,44,1,3
49,46,6,1
49,47,6,1
49,44,1,1
146,102,4,4
37,34,5,1
75,45,1,3
79,79,1,3
31,17,1,1
76,46,6,3
95,61,4,4
44,28,1,2
58,39,1,3
64,39,1,3
41,20,1,1
65,44,5,3
79,44,1,3
108,57,4,3
32,20,1,1
33,19,2,1
84,47,4,2
42,26,1,2
79,41,6,3
45,29,1,2
51,49,4,1
38,19,1,1
45,30,5,2
45,13,4,1
37,37,1,1
80,47,1,3
56,34,1,2
74,45,1,3
54,32,1,2
45,28,1,2
52,24,2,2
52,30,1,2
32,18,1,1
78,45,1,3
52,30,1,2
60,44,1,3
36,20,1,1
40,21,1,1
51,29,2,2
58,32,1,2
78,46,1,3
82,50,1,3
82,82,1,3
45,30,2,2
64,38,1,3
104,48,4,3
44,30,1,2
33,19,1,1
45,30,5,2
57,43,1,3
35,14,2,1
80,45,1,3
71,48,1,3
58,38,1,3
56,32,1,2
78,41,4,3
53,32,1,2
32,21,5,1
78,52,2,3
38,20,1,1
41,17,1,1
55,27,4,2
32,32,1,1
33,17,1,1
38,19,1,1
53,34,2,3
32,21,1,1
43,28,1,2
43,29,2,2
38,19,5,1
38,19,1,1
79,45,1,3
24,13,1,1
76,47,1,3
53,30,1,2
39,19,1,1
59,37,1,3
36,19,2,1
62,35,2,2
51,31,1,2
62,58,1,2
54,27,6,2
44,27,1,2
37,37,1,1
42,30,2,2
78,55,2,3
81,48,1,3
31,18,6,1
38,20,1,1
58,42,1,3
39,18,1,1
75,53,1,3
76,45,1,3
103,49,2,3
58,43,1,3
50,30,1,2
59,34,1,2
153,94,6,4
41,20,1,1
38,20,1,1
61,61,1,2
38,38,1,1
41,18,1,1
29,11,1,1
57,35,2,2
45,45,4,2
50,34,1,3
35,17,2,1
48,31,5,2
